0  29 ， 0.997111 
0  1095 １月 0.002889 
532 lu4-xian4 546 路线 1.000000 
533 jing1-sui3 547 精髓 1.000000 
534 zheng4-ming2 548 证明 1.000000 
535 zhi3-you3 549 只有 1.000000 
536 cai2 550 才 0.954545 
536 cai2 4303 材 0.045455 
537 neng2 551 能 1.000000 
538 chong1-po4 552 冲破 1.000000 
539 qie4-he2 553 切合 1.000000 
540 huo4-zhe3 554 或者 1.000000 
541 guo4-shi2 555 过时 1.000000 
542 guan1-nian4 556 观念 1.000000 
543 shu4-fu4 557 束缚 1.000000 
544 zhen1-zheng4 558 真正 1.000000 
545 zuo4-dao4 559 做到 1.000000 
546 zun1-zhong4 560 尊重 1.000000 
547 ren4-shi5 561 认识 1.000000 
548 ke4-guan1 562 客观 1.000000 
549 gui1-lv4 563 规律 1.000000 
550 yong3-yv2 564 勇于 1.000000 
551 chuang4-xin1 565 创新 1.000000 
552 jv2-mian4 566 局面 1.000000 
553 li3-cheng2-bei1 567 里程碑 1.000000 
554 ren4-zhen1 568 认真 1.000000 
555 jie1 569 结 0.250000 
555 jie1 4315 揭 0.250000 
555 jie1 5594 皆 0.250000 
555 jie1 5909 接 0.250000 
556 feng1-shuo4 570 丰硕 1.000000 
557 zhong1-xin1 571 中心 0.777778 
557 zhong1-xin1 1388 衷心 0.222222 
558 ji1-ben3 572 基本 1.000000 
559 guan1-dian3 573 观点 1.000000 
560 he2-xin1-nei4-rong2 574 核心内容 1.000000 
561 zhe4-ge5 575 这个 1.000000 
562 zheng4-qve4 576 正确 1.000000 
563 jin1-hou4 577 今后 1.000000 
564 neng2-fou3 578 能否 1.000000 
565 reng2-ran2 579 仍然 1.000000 
566 kan4 580 看 1.000000 
567 gao3 581 搞 0.875000 
567 gao3 3494 稿 0.125000 
568 shang4-qv4 582 上去 1.000000 
569 ge4-ji2 583 各级 1.000000 
570 gan4-bu4 584 干部 1.000000 
571 qie4-shi2 585 切实 1.000000 
572 jing1-li4 586 精力 0.600000 
572 jing1-li4 5900 经历 0.400000 
573 ji2-zhong1 587 集中 1.000000 
574 dao4 588 到 0.934426 
574 dao4 3045 倒 0.024590 
574 dao4 6069 道 0.040984 
575 zhong1-yang1 589 中央 1.000000 
576 guan1-yv2 590 关于 1.000000 
577 zong3-ti3 591 总体 1.000000 
578 yao1-qiu2 592 要求 1.000000 
579 ti2-gao1 593 提高 1.000000 
580 neng2-li4 594 能力 1.000000 
581 shui3-ping2 595 水平 1.000000 
582 liang3-shou3-zhua1 596 两手抓 1.000000 
583 liang3-shou3 597 两手 1.000000 
584 ying4 598 硬 0.400000 
584 ying4 1967 应 0.400000 
584 ying4 3697 映 0.200000 
585 tong2-shi2 599 同时 1.000000 
586 tui1-jin4 600 推进 1.000000 
587 fu4-qiang2 601 富强 1.000000 
588 wen2-ming2 602 文明 1.000000 
589 nei4-rong2 603 内容 1.000000 
590 li2-bu4-kai1 604 离不开 1.000000 
591 bao3-zheng4 605 保证 1.000000 
592 yi1-jv4 606 依据 1.000000 
593 chu1-ji2 607 初级 1.000000 
594 li3-lun4 608 理论 1.000000 
595 gen1-jv4 609 根据 1.000000 
596 gao1-yao1-qiu2 610 高要求 1.000000 
597 xian4-zai4 611 现在 1.000000 
598 zhua1-hao3 612 抓好 1.000000 
599 qiu2-zhen1-wu4-shi2 613 求真务实 1.000000 
600 qvn2-zhong4 614 群众 1.000000 
601 luo4-dao4-shi2-chu4 615 落到实处 1.000000 
602 dang1-qian2 616 当前 1.000000 
603 you4 34 。 0.018182 
603 you4 617 又 0.945455 
603 you4 5875 右 0.036364 
604 chu1-xian4 618 出现 1.000000 
605 zhe4-yang4 619 这样 1.000000 
606 yi4-yvan4 620 意愿 1.000000 
607 zhong4-shi4 621 重视 1.000000 
608 shou3-chuang4 622 首创 1.000000 
609 guan1-xin1 623 关心 1.000000 
610 ji2-ku3 624 疾苦 1.000000 
611 qiang2-diao4 625 强调 1.000000 
612 zhi3-chu1 626 指出 1.000000 
613 chang4-dao3 627 倡导 1.000000 
614 shuo1-shi2-hua4 628 说实话 1.000000 
615 shi2-shi4 629 实事 1.000000 
616 gu3 630 鼓 0.142857 
616 gu3 4495 股 0.428571 
616 gu3 5358 古 0.428571 
617 shi2-jin4 631 实劲 1.000000 
618 jiang3 632 讲 0.666667 
618 jiang3 3571 奖 0.333333 
619 shi2-xiao4 633 实效 1.000000 
620 jian1-jve2 634 坚决 1.000000 
621 zhi4-zhi3 635 制止 1.000000 
622 zhui1-qiu2 636 追求 1.000000 
623 biao3-mian4-wen2-zhang1 637 表面文章 1.000000 
624 hua1-jia4-zi5 638 花架子 1.000000 
625 xing2-shi4-zhu3-yi4 639 形式主义 1.000000 
626 du4-jve2 640 杜绝 1.000000 
627 tuo1-li2 641 脱离 1.000000 
628 fu2-zao4 642 浮躁 1.000000 
629 xv1-kua1 643 虚夸 1.000000 
630 guan1-liao2-zhu3-yi4 644 官僚主义 1.000000 
631 yin1-ci3 645 因此 1.000000 
632 wu4-bi4 646 务必 1.000000 
633 lao2-ji4 647 牢记 1.000000 
634 qvan2-xin1-qvan2-yi4 648 全心全意 1.000000 
635 fu2-wu4 649 服务 1.000000 
636 zong1-zhi3 650 宗旨 1.000000 
637 qin2-zheng4-lian2-zheng4 651 勤政廉政 1.000000 
638 yi3-shen1-zuo4-ze2 652 以身作则 1.000000 
639 dang1 653 当 1.000000 
640 biao3-shuai4 654 表率 1.000000 
641 yi1-jiu3-jiu3-ba1 655 １９９８ 1.000000 
642 zhu3-mu4 656 瞩目 1.000000 
643 zhong1-hua2 657 中华 1.000000 
644 cui1 658 催 1.000000 
645 jin4-qv3 659 进取 1.000000 
646 zheng1-tu2 660 征途 1.000000 
647 fen4-fa1 661 奋发 1.000000 
648 ying1-xiong2 662 英雄 1.000000 
649 jian1-qiang2 663 坚强 1.000000 
650 jv3-qi3 664 举起 1.000000 
651 zha1-shi5 665 扎实 1.000000 
652 fen4-yong3 666 奋勇 1.000000 
653 chuang4-zao4 667 创造 1.000000 
654 jv3-xing2 668 举行 1.000000 
655 yin1-yve4-hui4 669 音乐会 1.000000 
656 li3-peng2 670 李鹏 1.000000 
657 qiao2-shi2 671 乔石 1.000000 
658 zhu1-rong2-ji1 672 朱镕基 1.000000 
659 li3-rui4-huan2 673 李瑞环 1.000000 
660 liu2 674 刘 0.500000 
660 liu2 3036 流 0.333333 
660 liu2 7353 留 0.166667 
661 hua2-qing1 675 华清 1.000000 
662 wei4-jian4-xing2 676 尉健行 1.000000 
663 li3-lan2-qing1 677 李岚清 1.000000 
664 ming2 678 名 0.862069 
664 ming2 3967 鸣 0.137931 
665 shou3-du1 679 首都 1.000000 
666 ge4-jie4 680 各界 1.000000 
667 lao2-dong4-mo2-fan4 681 劳动模范 1.000000 
668 dai4-biao3 682 代表 1.000000 
669 yi4-qi3 683 一起 1.000000 
670 ling3-dao3-ren2 684 领导人 1.000000 
671 liu2-hua2-qing1 685 刘华清 1.000000 
672 xin1-shang3 686 欣赏 1.000000 
673 jiu3-ba1 688 ９８ 0.909091 
673 jiu3-ba1 1715 九八 0.090909 
674 jing1-cai3-jie2-mu4 689 精彩节目 1.000000 
675 yan3-chu1 690 演出 1.000000 
676 jie2-shu4 691 结束 1.000000 
677 hou4 692 后 0.984848 
677 hou4 7219 厚 0.015152 
678 he2-ying3 693 合影 1.000000 
679 fan2-ru2-jvn1 694 樊如钧 1.000000 
680 ben3-bao4 695 本报 1.000000 
681 xvn4 696 讯 1.000000 
682 chen2-yan4 697 陈雁 1.000000 
683 he2-jia1-zheng4 698 何加正 1.000000 
684 bao4-dao4 699 报道 1.000000 
685 du4-guo4 700 度过 0.600000 
685 du4-guo4 4833 渡过 0.400000 
686 fei1-fan2 701 非凡 1.000000 
687 jin1-wan3 702 今晚 1.000000 
688 ren2-min2-da4-hui4-tang2 703 人民大会堂 1.000000 
689 ji1-ang2 704 激昂 1.000000 
690 fen4-jin4 705 奋进 1.000000 
691 yin1-le4-sheng1 706 音乐声 1.000000 
692 chang2-an1-jie1 707 长安街 1.000000 
693 liu2-guang1-yi4-cai3 708 流光溢彩 1.000000 
694 huo3-shu4-yin2-hua1 709 火树银花 1.000000 
695 deng1-huo3-hui1-huang2 710 灯火辉煌 1.000000 
696 huan1-le4 711 欢乐 1.000000 
697 xiang2-he2 712 祥和 1.000000 
698 xi3-qing4 713 喜庆 1.000000 
699 qi4-fen1 714 气氛 1.000000 
700 chang3 715 场 0.461538 
700 chang3 1034 厂 0.538462 
701 you2 716 由 0.871795 
701 you2 5469 尤 0.076923 
701 you2 6705 游 0.025641 
701 you2 7873 犹 0.025641 
702 zhong1-gong4 717 中共 1.000000 
703 shi4-wei3 718 市委 1.000000 
704 xvan1-chuan2-bu4 719 宣传部 1.000000 
705 shi4-zheng4-fu3 720 市政府 1.000000 
706 ban4-gong1-ting1 721 办公厅 1.000000 
707 dan1-wei4 722 单位 1.000000 
708 zhu3-ban4 723 主办 1.000000 
709 ti2 724 题 0.750000 
709 ti2 1419 提 0.250000 
710 xie2-shou3 725 携手 1.000000 
711 gong4 726 共 1.000000 
712 zou4 727 奏 1.000000 
713 hua2-zhang1 728 华章 1.000000 
714 san1 34 。 0.022222 
714 san1 729 三 0.733333 
714 san1 2056 ３％ 0.044444 
714 san1 2804 ３ 0.200000 
715 zhu4-ming2 730 著名 0.933333 
715 zhu4-ming2 2497 注明 0.066667 
716 jiao1-xiang3-le4-tuan2 731 交响乐团 1.000000 
717 shang4-hai3 732 上海 1.000000 
718 shou3-ci4 733 首次 1.000000 
719 lian2-mei4 734 联袂 1.000000 
720 zhi3-hui1-jia1 735 指挥家 1.000000 
721 chen2-zuo3-huang2 736 陈佐湟 1.000000 
722 chen2-xie4-yang2 737 陈燮阳 1.000000 
723 tan2-li4-hua2 738 谭利华 1.000000 
724 fen1-bie2 739 分别 1.000000 
725 zhi3-hui1 740 指挥 1.000000 
726 yan3-zou4 741 演奏 1.000000 
727 pi1 743 批 1.000000 
728 zhong1-wai4 744 中外 1.000000 
729 ming2-qv3 745 名曲 1.000000 
730 jing1 746 京 0.526316 
730 jing1 2992 经 0.157895 
730 jing1 5484 精 0.263158 
730 jing1 6726 泾 0.052632 
731 hu4 747 沪 0.190476 
731 hu4 1535 户 0.666667 
731 hu4 2327 互 0.142857 
732 liang3-di4 748 两地 1.000000 
733 er4-ling2-ling2 749 ２００ 0.800000 
733 er4-ling2-ling2 7365 ２００％ 0.200000 
734 duo1 750 多 1.000000 
735 yin1-yve4-jia1 752 音乐家 1.000000 
736 zu3-cheng2 753 组成 1.000000 
737 da4-xing2 754 大型 1.000000 
738 yve4-dui4 755 乐队 1.000000 
739 bao3-man3 756 饱满 1.000000 
740 ji1-qing2 757 激情 1.000000 
741 jing1-zhan4 758 精湛 1.000000 
742 ji4-yi4 759 技艺 0.166667 
742 ji4-yi4 7756 记忆 0.833333 
743 guan1-zhong4 760 观众 1.000000 
744 feng4-xian4 761 奉献 1.000000 
745 tai2 762 台 1.000000 
746 shui3-zhun3 763 水准 1.000000 
747 jiao1-xiang3-yin1-yve4-hui4 764 交响音乐会 1.000000 
748 xiong2-zhuang4 765 雄壮 1.000000 
749 guan3-xian2-yve4 766 管弦乐 1.000000 
750 hong2-qi2 767 红旗 1.000000 
751 la1-kai1 769 拉开 1.000000 
752 wei2-mu4 770 帷幕 1.000000 
753 shu1-zhan3 771 舒展 1.000000 
754 you1-mei3 772 优美 1.000000 
755 yve4-qv3-sheng1 773 乐曲声 1.000000 
756 ren2-men2 774 人们 1.000000 
757 fang3-fu2 775 仿佛 1.000000 
758 kan4-dao5 776 看到 1.000000 
759 wu3-xing1-hong2-qi2 777 五星红旗 1.000000 
760 tian1-an1-men2 778 天安门 1.000000 
761 cheng2-lou2 779 城楼 1.000000 
762 ran3-ran3 780 冉冉 1.000000 
763 sheng1-qi3 781 升起 1.000000 
764 ting1-dao4 782 听到 1.000000 
765 zheng1-cheng2 783 征程 1.000000 
766 jiao3-bu4-sheng1 784 脚步声 1.000000 
767 gang1-qin2 785 钢琴 1.000000 
768 guan3-xian2-yve4-dui4 786 管弦乐队 1.000000 
769 zuo4-pin3 787 作品 1.000000 
770 dong1-fang1 788 东方 1.000000 
771 zhi1 789 之 0.740741 
771 zhi1 1592 支 0.061728 
771 zhi1 2207 只 0.123457 
771 zhi1 3064 知 0.061728 
771 zhi1 4273 枝 0.012346 
772 zhu1 790 珠 0.666667 
772 zhu1 5824 猪 0.333333 
773 ting1-zhong4 791 听众 1.000000 
774 er3-shu2-neng2-xiang2 792 耳熟能详 1.000000 
775 ge1-qv3 793 歌曲 1.000000 
776 gai3-bian1 794 改编 1.000000 
777 qi4-yve4-qv3 795 器乐曲 1.000000 
778 qi2 796 其 0.864865 
778 qi2 2735 齐 0.054054 
778 qi2 3044 旗 0.027027 
778 qi2 5169 奇 0.054054 
779 gan3-ren2 797 感人 1.000000 
780 xvan2-lv4 798 旋律 1.000000 
781 shu1-fa1 799 抒发 1.000000 
782 xi3-xve3 800 洗雪 1.000000 
783 chi3-ru3 801 耻辱 1.000000 
784 ming2-tian1 802 明天 1.000000 
785 qing2-gan3 803 情感 1.000000 
786 zhuan1-cheng2 804 专程 1.000000 
787 hui2-guo2 805 回国 1.000000 
788 nv3-gao1-yin1 806 女高音 1.000000 
789 ge1-chang4-jia1 807 歌唱家 1.000000 
790 di2-li3-bai4-er3 808 迪里拜尔 1.000000 
791 yan3-chang4 809 演唱 1.000000 
792 chun1-zhi1-sheng1 810 春之声 1.000000 
793 dai4-dao4 811 带到 1.000000 
794 wan4-xiang4-geng1-xin1 812 万象更新 1.000000 
795 tian2-ye3 813 田野 1.000000 
796 shan1-gu3 814 山谷 1.000000 
797 xiang3-yv4 815 享誉 1.000000 
798 yve4-tan2 816 乐坛 1.000000 
799 nan2-gao1-yin1 817 男高音 1.000000 
800 mo4-hua2-lun2 818 莫华伦 1.000000 
801 ge1-jv4 819 歌剧 1.000000 
802 tu2-lan2-duo3 820 图兰朵 1.000000 
803 xvan3-duan4 821 选段 1.000000 
804 jin1-ye4 822 今夜 1.000000 
805 wu2-ren2 823 无人 1.000000 
806 ru4-shui4 824 入睡 1.000000 
807 dai4-ru4 825 带入 1.000000 
808 mi2-ren2 826 迷人 1.000000 
809 yi4-shu4 827 艺术 1.000000 
810 jing4-di4 828 境地 1.000000 
811 xiao3-ti2-qin2 829 小提琴 1.000000 
812 xie2-zou4-qv3 830 协奏曲 1.000000 
813 liang2-shan1-bo2 831 梁山伯 1.000000 
814 zhu4-ying1-tai2 832 祝英台 1.000000 
815 chai2-ke3-fu1-si1-ji1 833 柴可夫斯基 1.000000 
816 di4-si4 834 第四 1.000000 
817 jiao1-xiang3-qv3 835 交响曲 1.000000 
818 yve4-zhang1 836 乐章 1.000000 
819 jiao1-xiang3-shi1 837 交响诗 1.000000 
820 luo2-ma3 838 罗马 1.000000 
821 song1-shu4 839 松树 1.000000 
822 da4-hui4-tang2 840 大会堂 1.000000 
823 zuo4-wu2-xv1-xi2 841 座无虚席 1.000000 
824 bei4 842 被 0.934783 
824 bei4 5264 倍 0.065217 
825 yi4-shu4-jia1 843 艺术家 1.000000 
826 biao3-yan3 844 表演 1.000000 
827 shen1-shen1 845 深深 1.000000 
828 da3-dong4 846 打动 1.000000 
829 bao4 847 报 0.750000 
829 bao4 4948 抱 0.250000 
830 jing1-jiu3-bu4-xi1 848 经久不息 1.000000 
831 re4-lie4 849 热烈 1.000000 
832 zhang3-sheng1 850 掌声 1.000000 
833 pin2-pin2 851 频频 1.000000 
834 xie4-mu4 852 谢幕 1.000000 
835 yi1-ci4 853 依次 1.000000 
836 fan3 854 返 0.142857 
836 fan3 2677 反 0.857143 
837 qv3-mu4 855 曲目 1.000000 
838 zui4-hou4 856 最后 1.000000 
839 hong2-se4 857 红色 1.000000 
840 niang2-zi3-jvn1 858 娘子军 1.000000 
841 xvan3-qv3 859 选曲 0.666667 
841 xvan3-qv3 7688 选取 0.333333 
842 bai2-mao2-nv3 860 白毛女 1.000000 
843 xi3-xvn4 861 喜讯 1.000000 
844 bian1-zhai4 862 边寨 1.000000 
845 da2-dao4 863 达到 1.000000 
846 gao1-chao2 864 高潮 1.000000 
847 wu3-tai2 865 舞台 1.000000 
848 qin1-qie4 866 亲切 1.000000 
849 hui4-jian4 867 会见 1.000000 
850 zhu4-he4 868 祝贺 1.000000 
851 ta1-men2 869 他们 1.000000 
852 liu2-nian4 870 留念 1.000000 
853 li3-tie3-ying4 871 李铁映 1.000000 
854 jia3-qing4-lin2 872 贾庆林 1.000000 
855 zeng1-qing4-hong2 873 曾庆红 1.000000 
856 chu1-xi2 874 出席 1.000000 
857 kao3-cha2 875 考察 1.000000 
858 zhi2-gong1 876 职工 1.000000 
859 jie2-ri4 877 节日 1.000000 
860 jian1-shou3 878 坚守 1.000000 
861 gang3-wei4 879 岗位 1.000000 
862 biao3-shi4 880 表示 1.000000 
863 wei4-wen4 881 慰问 1.000000 
864 liu2-zhen4-ying1 882 刘振英 1.000000 
865 zhang1-su4-tang2 883 张宿堂 1.000000 
866 jin1-tian1 884 今天 1.000000 
867 tian1 885 天 0.954545 
867 tian1 7086 添 0.045455 
868 guo2-wu4-yvan4 886 国务院 1.000000 
869 zong3-li3 887 总理 1.000000 
870 shang4-wu3 888 上午 1.000000 
871 lai2-dao4 889 来到 1.000000 
872 shi2-jing3-shan1 890 石景山 1.000000 
873 fa1-dian4 891 发电 1.000000 
874 zong3-chang3 892 总厂 1.000000 
875 jiang1-yao4 893 将要 1.000000 
876 qi1-jian1 894 期间 1.000000 
877 jiu3-shi2 895 九时 0.500000 
877 jiu3-shi2 4991 ９时 0.500000 
878 er4-shi2-fen1 896 二十分 1.000000 
879 shu1-ji4 897 书记 1.000000 
880 shi4-zhang3 898 市长 1.000000 
881 pei2-tong2 899 陪同 1.000000 
882 wei4-yv2 900 位于 1.000000 
883 xi1-jiao1 901 西郊 1.000000 
884 shi3-jian4 902 始建 1.000000 
885 yv2 903 于 0.666667 
885 yv2 1252 余 0.146667 
885 yv2 2223 逾 0.080000 
885 yv2 3726 鱼 0.093333 
885 yv2 6102 渝 0.013333 
886 yi1-jiu3-yi1-jiu3-nian2 904 一九一九年 1.000000 
887 hua2-bei3 905 华北 1.000000 
888 dian4-li4 906 电力 1.000000 
889 ji2-tuan2-gong1-si1 907 集团公司 1.000000 
890 gu3-gan4 908 骨干 1.000000 
891 cheng2-dan1 909 承担 1.000000 
892 zhe5 910 着 1.000000 
893 gong1-dian4 911 供电 1.000000 
894 gong1-re4 912 供热 1.000000 
895 zhuang1-ji1 913 装机 1.000000 
896 zong3 914 总 1.000000 
897 rong2-liang4 915 容量 1.000000 
898 yi1-bai3-yi1-shi2-liu4-dian3-liu4 916 一百一十六点六 1.000000 
899 qian1-wa3 917 千瓦 1.000000 
900 nian2-fa1-dian4-liang4 918 年发电量 1.000000 
901 si4-shi2-wu3-yi4-qian1-wa3-shi2 919 四十五亿千瓦时 1.000000 
902 ba1-bai3-bai3 920 八百百 1.000000 
903 da4-ka3-mei3-xiao3-shi2 921 大卡／小时 1.000000 
904 xian4 922 现 0.137931 
904 xian4 985 限 0.068965 
904 xian4 1261 县 0.620690 
904 xian4 1279 线 0.034483 
904 xian4 4434 献 0.137931 
905 mian4-ji1 923 面积 1.000000 
906 da2 925 达 1.000000 
907 ba1-bai3 926 八百 1.000000 
908 ping2-fang1-mi3 927 平方米 1.000000 
909 zao3 928 早 1.000000 
910 dan1-ren4 929 担任 1.000000 
911 dian4-guan3-jv2 930 电管局 1.000000 
912 shi2 931 时 0.833333 
912 shi2 1079 十 0.166667 
913 ceng2 932 曾 0.866667 
913 ceng2 4932 层 0.133333 
914 duo1-ci4 933 多次 1.000000 
915 jian3-cha2 934 检查 1.000000 
916 suo3-shu3 935 所属 1.000000 
917 re4-dian4-chang3 936 热电厂 1.000000 
918 shou3-xian1 937 首先 1.000000 
919 dian4-chang3 938 电厂 1.000000 
920 fu4-ze2-ren2 939 负责人 1.000000 
921 xiang2-xi4 940 详细 1.000000 
922 xvn2-wen4 941 询问 1.000000 
923 mu4-qian2 942 目前 1.000000 
924 sheng1-chan3 943 生产 1.000000 
925 dian4-wang3 944 电网 1.000000 
926 sui2-hou4 945 随后 1.000000 
927 ta1 946 他 0.725610 
927 ta1 1421 它 0.182927 
927 ta1 2600 她 0.091463 
928 shi2-di4 947 实地 1.000000 
929 cha2-kan4 948 察看 1.000000 
930 fa1-dian4-ji1-zu3 949 发电机组 1.000000 
931 yvn4-xing2 950 运行 1.000000 
932 yi1-hao4-ji1 951 一号机 1.000000 
933 er4-hao4-ji1 952 二号机 1.000000 
934 kong4-zhi4-shi4 953 控制室 1.000000 
935 yi1-yi1 954 一一 0.200000 
935 yi1-yi1 2730 １１ 0.600000 
935 yi1-yi1 7396 １１％ 0.200000 
936 wo4-shou3 955 握手 1.000000 
937 shuo1 956 说 1.000000 
938 dao4-lai2-zhi1-ji4 957 到来之际 1.000000 
939 ji1-hui4 958 机会 1.000000 
940 hui2-dao4 959 回到 1.000000 
941 gan3-dao4 960 感到 0.866667 
941 gan3-dao4 4996 赶到 0.133333 
942 nian2-qing1 962 年轻 1.000000 
943 mian4-kong3 963 面孔 1.000000 
944 shuo1-ming2 964 说明 1.000000 
945 lao3 965 老 1.000000 
946 tui4 966 退 1.000000 
947 xia4-lai2 967 下来 1.000000 
948 yi2-dai4 968 一代 1.000000 
949 nian2-qing1-ren2 969 年轻人 1.000000 
950 cheng2-zhang3 970 成长 1.000000 
951 cheng2-shu2 971 成熟 1.000000 
952 xin1-wei4 972 欣慰 1.000000 
953 aa 974 Ａ 1.000000 
954 bb 975 Ｂ 1.000000 
955 zuo4-wei2 976 作为 1.000000 
956 gong1-zuo4-zhe3 977 工作者 1.000000 
957 ni3-men5 978 你们 1.000000 
958 zhong4-da4 979 重大 1.000000 
959 bao3-zhang4 980 保障 1.000000 
960 zi4-ji3 981 自己 0.961538 
960 zi4-ji3 2683 自给 0.038462 
961 gan3-xie4 982 感谢 1.000000 
962 la1 983 拉 1.000000 
963 zha2 984 闸 1.000000 
964 yi1-kao4 986 依靠 1.000000 
965 bu2-zai4 987 不再 1.000000 
966 chong2-yan3 988 重演 1.000000 
967 an1-qvan2 989 安全 1.000000 
968 diao4-du4 990 调度 1.000000 
969 fang1-shi4 991 方式 1.000000 
970 zhuan3-bian4 992 转变 1.000000 
971 dian4-ye4 993 电业 1.000000 
972 qvan2 994 全 0.900000 
972 qvan2 7285 权 0.100000 
973 bei3-jing1-shi4 995 北京市 1.000000 
974 bai4-nian2 996 拜年 1.000000 
975 xin1-chun1 997 新春 1.000000 
976 can1-guan1 998 参观 1.000000 
977 gong1-chang3 999 工厂 1.000000 
978 tui4-xiu1 1000 退休 1.000000 
979 guo1-shu4-fan4 1001 郭树范 1.000000 
980 yan2-xv1-lin2 1002 闫戌麟 1.000000 
981 jia1 1003 家 0.825000 
981 jia1 2301 加 0.175000 
982 kan4-wang4 1004 看望 1.000000 
983 ceng2-jing1 1005 曾经 1.000000 
984 gao1-ji2 1006 高级 1.000000 
985 gong1-cheng2-shi1 1007 工程师 1.000000 
986 qian2 1008 前 0.977273 
986 qian2 6558 钱 0.022727 
987 yi4-zhi2 1009 一直 1.000000 
988 fa1-dian4-chang3 1010 发电厂 1.000000 
989 cong2-shi4 1011 从事 1.000000 
990 tu3-jian4-gong1-cheng2 1012 土建工程 1.000000 
991 lao3-ban4 1013 老伴 1.000000 
992 fu3-yang3 1014 抚养 1.000000 
993 shen1-ti3 1015 身体 1.000000 
994 qian4-jia1 1016 欠佳 1.000000 
995 sun1-zi5 1017 孙子 1.000000 
996 qing1-xin1 1018 倾心 0.500000 
996 qing1-xin1 3614 清新 0.500000 
997 zhao4-gu4 1019 照顾 1.000000 
998 xia4-yi2-dai4 1020 下一代 1.000000 
999 ken3-ding4 1021 肯定 1.000000 
1000 hou4-dai4 1022 后代 1.000000 
1001 ke3-yi3 1023 可以 1.000000 
1002 dai4-lai2 1024 带来 1.000000 
1003 dang1-ran2 1026 当然 1.000000 
1004 hai2-zi5 1027 孩子 1.000000 
1005 ni4-ai4 1028 溺爱 1.000000 
1006 rang4 1029 让 1.000000 
1007 jian4-kang1 1030 健康 1.000000 
1008 lao3-gong1-ren2 1031 老工人 1.000000 
1009 liao3-jie3 1032 了解 1.000000 
1010 lao3-yan2 1033 老闫 1.000000 
1011 xian1-jin4 1035 先进 1.000000 
1012 ping2-wei2 1036 评为 1.000000 
1013 wu3-hao3 1037 五好 1.000000 
1014 zhu4-fang2 1038 住房 1.000000 
1015 ben1-bo1 1039 奔波 1.000000 
1016 guo1-jia1-he2 1040 郭家和 1.000000 
1017 yan2 1041 闫 0.111111 
1017 yan2 1611 沿 0.666667 
1017 yan2 5701 岩 0.111111 
1017 yan2 7922 言 0.111111 
1018 jv4-ti3 1042 具体 1.000000 
1019 hui2-yi4 1043 回忆 1.000000 
1020 qi3 1044 起 1.000000 
1021 dang1-nian2 1045 当年 1.000000 
1022 qing2-jing3 1046 情景 1.000000 
1023 bi3 1047 比 0.653846 
1023 bi3 3473 笔 0.346154 
1024 cha4 1048 差 1.000000 
1025 shao3 1049 少 1.000000 
1026 ji4-jiao4 1050 计较 1.000000 
1027 shen2-me5 1051 什么 1.000000 
1028 zhi3-shi4 1052 只是 0.600000 
1028 zhi3-shi4 1214 指示 0.400000 
1029 yi4-xin1 1053 一心 1.000000 
1030 xiang3 1054 想 0.769231 
1030 xiang3 1728 响 0.230769 
1031 wu2-si1-feng4-xian4 1056 无私奉献 1.000000 
1032 ke3 1057 可 1.000000 
1033 diu1 1058 丢 1.000000 
1034 bu4-men2 1059 部门 1.000000 
1035 shi3-da4-zhen1 1060 史大桢 1.000000 
1036 gao1-yan2 1061 高严 1.000000 
1037 shi2-xiu4-shi1 1062 石秀诗 1.000000 
1038 yang2-an1-jiang1 1063 阳安江 1.000000 
1039 gua4 1064 挂 1.000000 
1040 hong2-deng1 1065 红灯 1.000000 
1041 ying2 1066 迎 0.888889 
1041 ying2 6016 营 0.111111 
1042 an1-hui1-sheng3 1067 安徽省 1.000000 
1043 he2-fei2-shi4 1068 合肥市 1.000000 
1044 chang2-jiang1-lu4 1069 长江路 1.000000 
1045 xvan2-gua4 1070 悬挂 1.000000 
1046 san1-san1-ling2-ling2 1071 ３３００ 1.000000 
1047 zhan3 1072 盏 0.500000 
1047 zhan3 2772 展 0.500000 
1048 da4-hong2 1073 大红 1.000000 
1049 deng1-long2 1074 灯笼 1.000000 
1050 ying2-zao4 1075 营造 1.000000 
1051 qian1 1076 千 1.000000 
1052 ling2-kong1 1077 凌空 1.000000 
1053 chang2-jie1 1080 长街 1.000000 
1054 bie2-yang4 1081 别样 1.000000 
1055 hong2 1082 红 1.000000 
1056 dai4-hao4 1083 戴浩 1.000000 
1057 chuan2-zhen1 1084 传真 1.000000 
1058 zhao4-pian4 1085 照片 1.000000 
1059 qvan2-zong3 1086 全总 1.000000 
1060 zhi4 1087 致 0.187500 
1060 zhi4 1358 至 0.625000 
1060 zhi4 5089 制 0.031250 
1060 zhi4 6577 治 0.093750 
1060 zhi4 7843 智 0.031250 
1060 zhi4 7939 志 0.031250 
1061 wei4-wen4-xin4 1088 慰问信 1.000000 
1062 mian3-li4 1089 勉励 1.000000 
1063 fa1-hui1 1090 发挥 1.000000 
1064 gong1-ren2-jie1-ji2 1091 工人阶级 1.000000 
1065 zhu3-li4-jvn1 1092 主力军 1.000000 
1066 zuo4-yong4 1093 作用 1.000000 
1067 jian4-gong1-li4-ye4 1094 建功立业 1.000000 
1068 yi1-yve4 1095 １月 0.921875 
